station_id,air-temperature,timestamp (SGT),name,longitude,latitude
S109,25.5,2017-05-24 20:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.5,2017-05-24 21:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.5,2017-05-24 21:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.5,2017-05-24 21:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.5,2017-05-24 21:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.5,2017-05-24 21:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.6,2017-05-24 21:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.6,2017-05-24 21:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.6,2017-05-24 21:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.6,2017-05-24 21:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.7,2017-05-24 21:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.8,2017-05-24 21:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.8,2017-05-24 21:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.7,2017-05-24 22:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.7,2017-05-24 22:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.6,2017-05-24 22:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.6,2017-05-24 22:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.7,2017-05-24 22:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.7,2017-05-24 22:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.8,2017-05-24 22:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.8,2017-05-24 22:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.8,2017-05-24 22:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.7,2017-05-24 22:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.6,2017-05-24 22:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.6,2017-05-24 22:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.6,2017-05-24 23:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.7,2017-05-24 23:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.8,2017-05-24 23:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,25.9,2017-05-24 23:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,26.0,2017-05-24 23:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,26.0,2017-05-24 23:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,26.1,2017-05-24 23:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,26.1,2017-05-24 23:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,26.1,2017-05-24 23:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,26.0,2017-05-24 23:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,26.1,2017-05-24 23:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,26.1,2017-05-24 23:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,26.1,2017-05-25 00:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S117,29.2,2017-05-24 00:00:00,Banyan Road,103.679,1.256
S117,29.2,2017-05-24 00:05:00,Banyan Road,103.679,1.256
S117,29.2,2017-05-24 00:10:00,Banyan Road,103.679,1.256
S117,29.2,2017-05-24 00:15:00,Banyan Road,103.679,1.256
S117,29.2,2017-05-24 00:20:00,Banyan Road,103.679,1.256
S117,29.2,2017-05-24 00:25:00,Banyan Road,103.679,1.256
S117,29.2,2017-05-24 00:30:00,Banyan Road,103.679,1.256
S117,29.2,2017-05-24 00:35:00,Banyan Road,103.679,1.256
S117,29.2,2017-05-24 00:40:00,Banyan Road,103.679,1.256
S117,29.1,2017-05-24 00:45:00,Banyan Road,103.679,1.256
S117,29.1,2017-05-24 00:50:00,Banyan Road,103.679,1.256
S117,29.1,2017-05-24 00:55:00,Banyan Road,103.679,1.256
S117,29.1,2017-05-24 01:00:00,Banyan Road,103.679,1.256
S117,29.1,2017-05-24 01:05:00,Banyan Road,103.679,1.256
S117,29.1,2017-05-24 01:10:00,Banyan Road,103.679,1.256
S117,29.1,2017-05-24 01:15:00,Banyan Road,103.679,1.256
