station_id,relative-humidity,timestamp (SGT),name,longitude,latitude
S109,96.2,2017-05-24 18:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.6,2017-05-24 18:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.7,2017-05-24 18:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.8,2017-05-24 18:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.1,2017-05-24 19:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.1,2017-05-24 19:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.8,2017-05-24 19:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.6,2017-05-24 19:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.6,2017-05-24 19:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.8,2017-05-24 19:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.1,2017-05-24 19:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.3,2017-05-24 19:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.1,2017-05-24 19:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.6,2017-05-24 19:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.5,2017-05-24 19:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.1,2017-05-24 19:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.7,2017-05-24 20:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.9,2017-05-24 20:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.1,2017-05-24 20:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.4,2017-05-24 20:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.7,2017-05-24 20:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.8,2017-05-24 20:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.8,2017-05-24 20:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.0,2017-05-24 20:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.2,2017-05-24 20:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.1,2017-05-24 20:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.8,2017-05-24 20:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.4,2017-05-24 20:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.1,2017-05-24 21:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.0,2017-05-24 21:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.2,2017-05-24 21:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.2,2017-05-24 21:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.9,2017-05-24 21:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.5,2017-05-24 21:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.2,2017-05-24 21:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.6,2017-05-24 21:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.9,2017-05-24 21:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.3,2017-05-24 21:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.1,2017-05-24 21:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.3,2017-05-24 21:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.6,2017-05-24 22:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.9,2017-05-24 22:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.2,2017-05-24 22:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.7,2017-05-24 22:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.6,2017-05-24 22:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.5,2017-05-24 22:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.1,2017-05-24 22:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.1,2017-05-24 22:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.3,2017-05-24 22:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.0,2017-05-24 22:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.0,2017-05-24 22:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.5,2017-05-24 22:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.9,2017-05-24 23:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.3,2017-05-24 23:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.4,2017-05-24 23:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.3,2017-05-24 23:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.4,2017-05-24 23:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.9,2017-05-24 23:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.0,2017-05-24 23:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.6,2017-05-24 23:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.6,2017-05-24 23:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.7,2017-05-24 23:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.1,2017-05-24 23:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.5,2017-05-24 23:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.7,2017-05-25 00:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S117,84.3,2017-05-24 00:00:00,Banyan Road,103.679,1.256
S117,84.4,2017-05-24 00:05:00,Banyan Road,103.679,1.256
S117,84.6,2017-05-24 00:10:00,Banyan Road,103.679,1.256
S117,84.5,2017-05-24 00:15:00,Banyan Road,103.679,1.256
S117,84.3,2017-05-24 00:20:00,Banyan Road,103.679,1.256
S117,84.2,2017-05-24 00:25:00,Banyan Road,103.679,1.256
S117,84.2,2017-05-24 00:30:00,Banyan Road,103.679,1.256
S117,84.5,2017-05-24 00:35:00,Banyan Road,103.679,1.256
S117,84.8,2017-05-24 00:40:00,Banyan Road,103.679,1.256
S117,84.8,2017-05-24 00:45:00,Banyan Road,103.679,1.256
S117,85.1,2017-05-24 00:50:00,Banyan Road,103.679,1.256
S117,85.2,2017-05-24 00:55:00,Banyan Road,103.679,1.256
S117,85.0,2017-05-24 01:00:00,Banyan Road,103.679,1.256
S117,85.4,2017-05-24 01:05:00,Banyan Road,103.679,1.256
S117,85.4,2017-05-24 01:10:00,Banyan Road,103.679,1.256
S117,84.7,2017-05-24 01:15:00,Banyan Road,103.679,1.256
S117,84.2,2017-05-24 01:20:00,Banyan Road,103.679,1.256
S117,84.3,2017-05-24 01:25:00,Banyan Road,103.679,1.256
S117,84.1,2017-05-24 01:30:00,Banyan Road,103.679,1.256
S117,84.1,2017-05-24 01:35:00,Banyan Road,103.679,1.256
S117,83.7,2017-05-24 01:40:00,Banyan Road,103.679,1.256
S117,83.1,2017-05-24 01:45:00,Banyan Road,103.679,1.256
S117,82.7,2017-05-24 01:50:00,Banyan Road,103.679,1.256
S117,82.0,2017-05-24 01:55:00,Banyan Road,103.679,1.256
S117,82.2,2017-05-24 02:00:00,Banyan Road,103.679,1.256
S117,81.8,2017-05-24 02:05:00,Banyan Road,103.679,1.256
S117,82.3,2017-05-24 02:10:00,Banyan Road,103.679,1.256
S117,82.3,2017-05-24 02:15:00,Banyan Road,103.679,1.256
S117,83.2,2017-05-24 02:20:00,Banyan Road,103.679,1.256
S117,83.8,2017-05-24 02:25:00,Banyan Road,103.679,1.256
S117,83.7,2017-05-24 02:30:00,Banyan Road,103.679,1.256
S117,83.9,2017-05-24 02:35:00,Banyan Road,103.679,1.256
S117,84.1,2017-05-24 02:40:00,Banyan Road,103.679,1.256
S117,84.5,2017-05-24 02:45:00,Banyan Road,103.679,1.256
S117,84.7,2017-05-24 02:50:00,Banyan Road,103.679,1.256
S117,85.3,2017-05-24 02:55:00,Banyan Road,103.679,1.256
S117,85.4,2017-05-24 03:00:00,Banyan Road,103.679,1.256
S117,85.2,2017-05-24 03:05:00,Banyan Road,103.679,1.256
S117,85.1,2017-05-24 03:10:00,Banyan Road,103.679,1.256
S117,85.1,2017-05-24 03:15:00,Banyan Road,103.679,1.256
S117,84.9,2017-05-24 03:20:00,Banyan Road,103.679,1.256
S117,84.8,2017-05-24 03:25:00,Banyan Road,103.679,1.256
S117,84.2,2017-05-24 03:30:00,Banyan Road,103.679,1.256
S117,84.1,2017-05-24 03:35:00,Banyan Road,103.679,1.256
S117,83.2,2017-05-24 03:40:00,Banyan Road,103.679,1.256
S117,82.6,2017-05-24 03:45:00,Banyan Road,103.679,1.256
