station_id,relative-humidity,timestamp (SGT),name,longitude,latitude
S109,78.0,2017-05-24 00:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,78.2,2017-05-24 00:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,77.7,2017-05-24 00:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,78.1,2017-05-24 00:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,78.2,2017-05-24 00:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,78.3,2017-05-24 00:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,78.3,2017-05-24 00:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,78.4,2017-05-24 00:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,78.7,2017-05-24 00:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,78.7,2017-05-24 00:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,78.9,2017-05-24 00:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,79.2,2017-05-24 00:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,79.4,2017-05-24 01:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,79.5,2017-05-24 01:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,79.6,2017-05-24 01:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,80.0,2017-05-24 01:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,79.9,2017-05-24 01:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,80.0,2017-05-24 01:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,79.9,2017-05-24 01:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,80.1,2017-05-24 01:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,80.7,2017-05-24 01:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.4,2017-05-24 01:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.3,2017-05-24 01:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.6,2017-05-24 01:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.8,2017-05-24 02:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.6,2017-05-24 02:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.7,2017-05-24 02:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.8,2017-05-24 02:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.6,2017-05-24 02:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.5,2017-05-24 02:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.5,2017-05-24 02:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,80.9,2017-05-24 02:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,80.8,2017-05-24 02:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,80.6,2017-05-24 02:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,80.8,2017-05-24 02:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.2,2017-05-24 02:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.4,2017-05-24 03:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.7,2017-05-24 03:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.9,2017-05-24 03:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.2,2017-05-24 03:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.2,2017-05-24 03:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.2,2017-05-24 03:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.2,2017-05-24 03:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.3,2017-05-24 03:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.6,2017-05-24 03:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.0,2017-05-24 03:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.6,2017-05-24 03:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.7,2017-05-24 03:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.3,2017-05-24 04:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.0,2017-05-24 04:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.6,2017-05-24 04:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.9,2017-05-24 04:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.8,2017-05-24 04:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.1,2017-05-24 04:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.3,2017-05-24 04:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.7,2017-05-24 04:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.5,2017-05-24 04:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.6,2017-05-24 04:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,83.0,2017-05-24 04:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,83.1,2017-05-24 04:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,84.4,2017-05-24 05:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,86.5,2017-05-24 05:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,88.9,2017-05-24 05:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.6,2017-05-24 05:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.3,2017-05-24 05:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.1,2017-05-24 05:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,84.0,2017-05-24 05:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,83.5,2017-05-24 05:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,84.8,2017-05-24 05:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,88.4,2017-05-24 05:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.4,2017-05-24 05:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,88.6,2017-05-24 05:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.9,2017-05-24 06:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.7,2017-05-24 06:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.0,2017-05-24 06:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.3,2017-05-24 06:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.0,2017-05-24 06:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.9,2017-05-24 06:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.0,2017-05-24 06:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.2,2017-05-24 06:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.3,2017-05-24 06:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.8,2017-05-24 06:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.7,2017-05-24 06:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.0,2017-05-24 06:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.6,2017-05-24 07:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.3,2017-05-24 07:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.0,2017-05-24 07:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.1,2017-05-24 07:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.7,2017-05-24 07:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,89.6,2017-05-24 07:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,87.4,2017-05-24 07:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,86.0,2017-05-24 07:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,84.2,2017-05-24 07:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,84.1,2017-05-24 07:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,84.5,2017-05-24 07:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,84.0,2017-05-24 07:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,83.9,2017-05-24 08:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,82.7,2017-05-24 08:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.3,2017-05-24 08:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.1,2017-05-24 08:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.0,2017-05-24 08:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.2,2017-05-24 08:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,79.8,2017-05-24 08:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,79.0,2017-05-24 08:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,78.9,2017-05-24 08:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,80.0,2017-05-24 08:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,79.4,2017-05-24 08:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,79.7,2017-05-24 08:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,81.1,2017-05-24 09:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,87.0,2017-05-24 09:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,86.6,2017-05-24 09:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,87.5,2017-05-24 09:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.4,2017-05-24 09:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.3,2017-05-24 09:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.5,2017-05-24 09:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.2,2017-05-24 09:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.1,2017-05-24 09:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.3,2017-05-24 09:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.3,2017-05-24 09:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,100.8,2017-05-24 09:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,100.5,2017-05-24 11:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,99.7,2017-05-24 11:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,99.7,2017-05-24 11:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.1,2017-05-24 12:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.7,2017-05-24 12:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.1,2017-05-24 12:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.6,2017-05-24 12:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.4,2017-05-24 12:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.5,2017-05-24 12:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.3,2017-05-24 12:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.9,2017-05-24 12:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.3,2017-05-24 12:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.7,2017-05-24 12:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.0,2017-05-24 12:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.2,2017-05-24 12:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.6,2017-05-24 13:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.8,2017-05-24 13:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.1,2017-05-24 13:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.5,2017-05-24 13:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.9,2017-05-24 13:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,99.3,2017-05-24 13:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,99.6,2017-05-24 13:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,99.9,2017-05-24 13:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,100.0,2017-05-24 13:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,100.1,2017-05-24 13:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,99.9,2017-05-24 13:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,100.0,2017-05-24 13:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,99.7,2017-05-24 14:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,99.5,2017-05-24 14:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.9,2017-05-24 14:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.5,2017-05-24 14:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.3,2017-05-24 14:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.3,2017-05-24 14:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.1,2017-05-24 14:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.0,2017-05-24 14:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,98.4,2017-05-24 14:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,97.4,2017-05-24 14:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.2,2017-05-24 14:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.5,2017-05-24 14:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.4,2017-05-24 15:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.3,2017-05-24 15:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.2,2017-05-24 15:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.6,2017-05-24 15:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.0,2017-05-24 15:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.3,2017-05-24 15:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.5,2017-05-24 15:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.5,2017-05-24 15:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,90.1,2017-05-24 15:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,89.1,2017-05-24 15:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,89.7,2017-05-24 15:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.2,2017-05-24 15:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,91.7,2017-05-24 16:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.4,2017-05-24 16:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.8,2017-05-24 16:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.3,2017-05-24 16:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.1,2017-05-24 16:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.5,2017-05-24 16:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.0,2017-05-24 16:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.7,2017-05-24 16:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.8,2017-05-24 16:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.5,2017-05-24 16:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,92.8,2017-05-24 16:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.3,2017-05-24 16:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,93.7,2017-05-24 17:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.3,2017-05-24 17:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.6,2017-05-24 17:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.9,2017-05-24 17:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.9,2017-05-24 17:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.3,2017-05-24 17:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.5,2017-05-24 17:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.6,2017-05-24 17:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.7,2017-05-24 17:40:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.1,2017-05-24 17:45:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,96.0,2017-05-24 17:50:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.8,2017-05-24 17:55:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.7,2017-05-24 18:00:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.5,2017-05-24 18:05:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,94.6,2017-05-24 18:10:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.1,2017-05-24 18:15:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.3,2017-05-24 18:20:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.5,2017-05-24 18:25:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.6,2017-05-24 18:30:00,Ang Mo Kio Avenue 5,103.8492,1.3764
S109,95.9,2017-05-24 18:35:00,Ang Mo Kio Avenue 5,103.8492,1.3764
