carpark_number,longitude,latitude,nbus_500,nbus_100,school_500,mrt_500
A47,103.859246608911,1.37055816705133,12,0,1,0
PM35,103.938641390536,1.38076951171708,20,0,1,0
P14,103.749175401077,1.31935361778841,13,1,1,0
P15,103.748148176571,1.31983482254603,15,3,1,0
P17,103.747383966704,1.31882146748239,14,2,1,0
T11,103.943316985097,1.35082620611183,15,0,3,0
T9,103.943646711498,1.34781633164446,8,0,4,0
C21L,103.767041660449,1.31101493967165,14,2,1,0
A51,103.834375345023,1.36947073929344,13,0,1,0
AM19,103.834531023822,1.36888619793395,14,0,1,0
W8M,103.776347628619,1.44018256719372,23,2,2,0
CK14,103.742528739317,1.38014102336009,23,2,2,0
SMM,103.807582225673,1.29332243274382,16,2,1,0
W103,103.797335902769,1.44574602478503,14,2,2,0
W109,103.797336739079,1.4450222780478,17,1,2,0
W75,103.795578991049,1.44330460166716,18,1,3,0
W53,103.791433316799,1.4444941527407,14,0,3,0
W72,103.801916041393,1.44262593578408,19,2,3,1
W73,103.803769690309,1.44331088326137,18,0,3,1
T49,103.931430000358,1.35199088043568,18,0,2,0
T49A,103.933418410936,1.3514152142057,17,2,4,0
PR4,103.954520488734,1.37293464607517,14,0,3,0
TBC2,103.820689635219,1.27574305818463,13,0,0,0
Y32,103.838599330168,1.41748547950358,12,1,4,0
Y31,103.836740850423,1.41666436849626,17,0,3,1
BJ19,103.768383898129,1.38403375882411,16,0,1,2
CK15,103.74091199128,1.37842620970632,23,2,2,0
CK6,103.75310558123,1.38073269776225,16,0,5,1
CK6A,103.75313692681,1.38103539194019,14,1,5,1
P11,103.748355858004,1.32120421442687,15,0,1,0
PM46,103.938386988729,1.37322458688351,15,0,3,0
HG1A,103.901785147268,1.37866384738534,12,0,2,0
HG36,103.887603859003,1.36611854778553,14,0,1,0
HG53,103.890703118706,1.3708718261552,22,1,2,0
HG56,103.890122260121,1.37120325144932,24,3,2,0
HG80,103.879067512978,1.37419013088176,20,1,4,0
Y68M,103.844595914287,1.41839649697849,6,0,1,0
W90,103.800114279597,1.43410604252258,15,0,2,0
W91,103.801164504502,1.43510594557269,12,2,2,0
DRM1,103.811543491955,1.28051315604576,9,0,0,0
DRM3,103.809867913107,1.28083837699378,9,0,0,0
DRM4,103.812365949738,1.28087065205458,9,2,0,0
DRM5,103.809477383169,1.28133188255593,8,2,0,0
DRS,103.8129928199,1.2804697558033,9,1,0,0
BJ20,103.769781679334,1.38605794718116,11,0,2,2
BJ68,103.76997021493,1.38538172522755,14,0,2,2
DRM2,103.80785308039,1.28129937570063,8,0,0,1
TM51,103.928756085024,1.3511829039114,13,2,1,0
W67,103.799065423016,1.44150221813373,18,0,1,1
W717,103.798648382666,1.44092849348229,16,0,1,1
SI13,103.957111415124,1.34197935994877,16,2,0,0
AK19,103.834984850341,1.36909121614356,14,0,2,0
AK31,103.846635631616,1.36612042431733,13,0,2,1
AK52,103.850295697425,1.37243863344224,16,0,2,0
AK6,103.844853841562,1.37483592945335,15,0,3,0
AK83,103.863845113107,1.37667820868216,12,0,0,0
AK9,103.848368086654,1.38359905765514,10,0,0,1
AM43,103.857309934338,1.36858422435364,12,0,1,0
AM64,103.853098246057,1.37145702029469,20,0,2,0
AV1K,103.804741042579,1.28563749200534,10,0,0,1
AV2,103.805837442388,1.28491128562143,11,0,0,1
A1,103.841712811912,1.36671439877569,12,0,2,1
A13,103.836809611886,1.36800022165129,12,2,2,0
A21,103.846313224171,1.36812755861891,15,1,1,1
A23,103.848913340117,1.36733546645361,12,0,2,1
A26,103.835447564147,1.372770202219,13,0,1,0
A29,103.848715596645,1.36722625942018,14,0,2,1
A30A,103.842758605575,1.37021813453773,12,0,2,1
A31A,103.843658166136,1.37185934032305,10,0,0,1
A33,103.834540459308,1.36988636424195,13,0,1,0
A52L,103.84613433584,1.36928063398219,14,2,1,1
A55,103.846666862503,1.37363853629212,18,0,2,0
A56,103.847146218183,1.37269867573371,18,0,0,1
A57,103.846964164671,1.37201961047575,13,0,0,1
A58,103.847724114309,1.37234700755733,18,0,2,1
A61,103.852160015472,1.37417044612362,18,0,3,0
A63,103.849399082007,1.37521713052952,17,0,3,0
A77,103.839955437159,1.37625100147748,13,2,2,0
A78,103.838386790836,1.37464850084546,12,1,0,0
A83,103.860696540911,1.37430755963649,12,0,1,0
A86,103.85652048735,1.36188489083075,11,0,1,0
A88,103.84726652679,1.36628071567192,13,0,1,1
A89,103.839367845908,1.37045918304517,10,1,3,0
A90,103.841247224571,1.38200068921511,17,1,3,1
A95,103.847803809281,1.36751862800778,16,0,1,1
A99,103.837213891969,1.37698525725514,14,2,0,0
BBM4,103.760178963792,1.34555069828431,15,0,2,0
BBM6,103.75505234518,1.34285965211476,18,0,3,0
BE15,103.854838248039,1.34516275849122,13,0,2,0
BE16,103.835060941426,1.36429947706046,10,0,1,0
BE17,103.847678464451,1.36300774829777,6,2,1,0
BE18,103.831086168669,1.35835109065196,10,0,1,0
BE19,103.8482017597,1.3488553698228,13,1,1,1
BE20,103.848664813483,1.34889150352476,14,1,1,1
BE21,103.849040518762,1.34862467472465,14,2,2,1
BE22,103.849654953116,1.34943659364674,18,0,1,1
BE24,103.847482841106,1.35533230982928,8,1,1,1
BE3,103.834406565389,1.36236382033242,8,0,1,0
BE3R,103.835441888473,1.36316580994124,12,0,1,0
BE3T,103.831576853849,1.36111902118749,11,2,1,0
BE34,103.84362160813,1.3609610362378,12,1,0,0
BE35,103.843084460069,1.36142068256305,15,1,0,0
BE43,103.834935200663,1.36217398582203,8,0,1,0
BE44,103.831591355528,1.35777015543197,10,0,1,0
BJ22,103.773503103872,1.37829370797878,13,1,2,4
BJ4,103.772354543466,1.37545971929828,15,0,1,4
BJ5,103.77308809286,1.37498680102591,14,0,1,4
BJ50,103.773601342865,1.38818399547407,2,0,1,0
BJ53,103.771919780759,1.38970548151709,4,0,0,0
BJ54,103.773472452479,1.38894739358485,2,0,0,0
BJ57,103.760170448377,1.38525120284571,19,1,2,1
BJ58,103.771272617577,1.38752442976843,8,2,2,1
BJ59,103.771264160158,1.38979865532424,5,0,0,0
BJ6,103.774409697442,1.37416172165375,11,0,0,3
BJ60,103.769476179928,1.38826200230556,8,0,1,1
BJ61,103.76781269072,1.388979662136,7,1,2,1
BJ8,103.773710727926,1.37461272940013,11,0,0,3
BKE2,103.855479963784,1.31412809694969,13,0,0,1
BKE3,103.855800846629,1.31441522983594,16,0,0,1
BL20,103.708175276842,1.34809825437211,14,0,1,0
BL21,103.709373754653,1.34925684308189,13,2,2,0
BL9,103.71071997503,1.34587087048676,21,0,1,0
BM10,103.81406981707,1.28809599904796,24,2,2,1
BM12,103.813274872378,1.28767203206825,24,0,2,1
BM13,103.812191806644,1.28689820439679,20,2,2,1
BM21,103.818008882618,1.2851962650167,23,0,1,0
BM25,103.816761172217,1.28573294165551,20,0,2,1
BM27,103.814782957824,1.28405956989944,17,1,2,0
BM33,103.818651052416,1.28274787270933,13,0,1,0
BM34,103.816643436628,1.28502532873147,21,0,2,0
BM35,103.817976425901,1.28438744789989,16,2,1,0
BM36,103.817857997121,1.28280582151779,12,1,1,0
BRM2,103.857683891406,1.3259740602921,9,1,2,0
BRM7,103.855402032964,1.32437389737224,14,0,1,0
BR18,103.855749742647,1.32626982487387,9,2,0,0
BR21,103.856640716141,1.3272593623162,9,0,0,0
BR22,103.857592887386,1.32834641915005,10,0,0,0
BTM3,103.82869825505,1.28631121985493,11,1,1,1
B12,103.927878519613,1.32759836868302,19,0,0,1
B13,103.929763771966,1.32965321685371,20,1,1,0
B18,103.942896550141,1.32300089965717,15,0,2,0
B24A,103.93961602851,1.33126310322328,9,0,3,0
B44A,103.929854128085,1.33441539317705,16,1,2,0
B44B,103.922918618379,1.33226440353469,9,0,2,0
B50A,103.912735169613,1.33151257757753,12,2,1,0
B50B,103.911952506619,1.33163708215433,15,2,1,0
B6M,103.930886746172,1.32517329587692,12,0,0,1
B6T,103.932563566326,1.32371670117556,11,0,0,0
B68,103.936922029979,1.3225048596874,12,0,2,0
B76,103.934418957404,1.33589956430034,11,0,3,0
B77,103.936333675463,1.33569101231796,10,0,3,0
B78,103.938383759657,1.33560888479941,6,0,4,0
B82,103.930414877334,1.33386404129158,16,0,4,0
B87,103.936197348202,1.32054067377908,8,0,2,0
B93,103.934175615557,1.32042179086897,10,0,0,0
B98,103.92191686099,1.33607941949204,9,0,1,0
CCKC,103.74574719529,1.38507536269947,14,0,1,2
CCM,103.799797326245,1.30366087884525,11,0,3,1
CKM3,103.73657528563,1.38115259469526,9,0,2,0
CKM4,103.737956734512,1.37859776133871,19,1,3,0
CKM5,103.735607988989,1.37924872358496,14,0,2,0
CKM6,103.735661884,1.37745184444991,12,1,1,0
CK1,103.753396524311,1.3778440924676,18,1,0,1
CK18,103.750623144067,1.38099842260868,17,1,3,3
CK26,103.742955840427,1.38462379016476,17,2,0,1
CK4A,103.752200460392,1.38116517588396,16,0,5,2
CK5,103.752720024643,1.38017962306698,17,0,4,2
CK66,103.745536231876,1.39397131390054,17,0,2,1
CK72,103.740907186956,1.37554778109964,14,0,1,0
CK73,103.743386986498,1.37529444134617,11,0,1,0
CK74,103.743216403667,1.37325275281134,3,0,0,0
CK78,103.749423220528,1.37696478005104,14,0,0,2
CK9A,103.747014137116,1.38016182899145,17,0,1,3
CLRG,103.763968605444,1.31902535161362,15,0,2,1
CLTR,103.765186772899,1.31936000107324,16,0,2,1
CR1A,103.864958513285,1.30369835708322,14,2,0,2
CR1B,103.865358707559,1.30403607430399,12,1,0,2
CR4,103.863437208667,1.30435203072103,18,1,0,2
CR5,103.86223821601,1.30323592683919,21,1,0,2
CV4,103.988454110521,1.39017109967947,11,0,0,0
C15M,103.763933111165,1.31622257281508,18,0,3,1
C28,103.763334786019,1.32115797956657,11,1,0,0
C28M,103.762071450679,1.32236174407854,6,0,0,0
C29A,103.759184898969,1.31136093559312,12,1,2,0
C3ML,103.769092308277,1.3103927402801,14,0,1,0
C39,103.762239905373,1.31029120826452,13,0,1,0
C40,103.763776766462,1.3009774319867,14,0,1,0
C41,103.768603305278,1.30001091888003,15,0,1,0
EC5,103.902665151571,1.32203348873018,6,0,1,1
EC7T,103.90183408599,1.3185196743293,9,2,0,2
EI1,103.896847001955,1.32343287474506,5,0,0,1
FR2S,103.807183873134,1.31792069722508,6,2,2,1
GE1D,103.88916338168,1.32185401824824,11,0,0,0
GE1E,103.884427961533,1.31972148152584,12,0,2,1
GM1B,103.788260076541,1.31285321418841,13,0,1,0
GM1M,103.784368876242,1.30935443236551,10,0,1,0
GM6A,103.78872819485,1.3094416054326,14,1,0,1
HDBH,103.848319188656,1.33220447263786,17,1,0,0
HE14,103.822252479825,1.28571438959719,15,0,2,0
HE22,103.82284807113,1.29002077327386,15,0,2,0
HG1,103.894187377783,1.36215354234695,14,2,0,0
HG18,103.888950370557,1.35805628250075,20,1,2,3
HG2A,103.900720776155,1.37637231824732,17,1,2,0
HG2C,103.897249643496,1.37006821987902,13,0,2,0
HG2D,103.887392069564,1.3794230988045,19,1,1,0
HG26,103.898853011793,1.36949658679051,12,0,2,0
HG3A,103.880787459801,1.38542260242817,1,0,0,0
HG33,103.884375124202,1.36956777171657,18,0,2,0
HG40,103.892084292931,1.35211876302918,14,0,0,0
HG57,103.89694633924,1.35533709250346,7,0,0,0
HG58,103.896721357988,1.35711438589703,8,0,0,0
HG59,103.893319749443,1.35088312280273,11,1,0,0
HG63,103.897364476865,1.37235766507126,13,1,2,0
HG65,103.892828201933,1.34230653593488,7,0,0,0
HG66,103.895440099107,1.34058675015747,9,0,0,0
HG72,103.885911372643,1.37862428319608,17,0,2,0
HG81,103.899312943795,1.36092737515415,7,0,0,0
HG82,103.902566616239,1.36036883880328,3,0,0,0
HG83,103.902062220692,1.35840591288524,2,0,0,0
HG84,103.898365798928,1.35961466004637,8,0,0,0
HG85,103.899471965577,1.36025944840139,6,0,0,0
HG93,103.88011750144,1.37991767689243,14,0,2,0
HG98,103.877687395401,1.37990535836802,14,1,1,0
H11,103.827841536793,1.28743829103086,10,0,2,1
H15,103.830924211333,1.2901865322941,12,1,0,1
H42A,103.882178293114,1.37266350712009,21,0,2,0
H6M,103.827923223211,1.29122535077389,15,1,0,1
H87L,103.87859616392,1.37849680245764,21,2,2,0
JMS,103.838805282419,1.2880511267041,8,0,1,1
J13,103.736920146275,1.34354068739972,16,0,2,0
J21A,103.731023020816,1.34745071822874,11,0,3,0
J28,103.716498132161,1.34757662092961,18,0,1,0
J29,103.71691832637,1.34862616117527,17,1,2,0
J30,103.715501961129,1.3488140652464,21,0,2,0
J35,103.719517594087,1.34811715674096,18,0,4,1
J42,103.72357456416,1.34823014262462,15,1,4,0
J44,103.7246364978,1.34684761063701,14,0,3,0
J47,103.71802082663,1.35025747611137,14,2,3,0
J49M,103.719675980676,1.35378258192678,13,1,1,0
J5,103.742418174224,1.33831447512583,18,1,1,0
J58,103.739656017494,1.33420308331824,16,0,1,1
J69M,103.693345916026,1.34134413310842,26,0,0,0
J74M,103.696853876631,1.34284512019999,22,1,2,0
KAB,103.842387852779,1.28170692159683,18,0,0,3
KAS,103.842772927218,1.28057210952426,17,2,0,2
KB2,103.869929067254,1.32227522534946,11,1,0,0
KB6,103.87403049569,1.32021280868411,11,0,0,0
KJML,103.851606439352,1.31222088220004,14,0,1,1
KU5,103.893360109314,1.33044435869103,18,0,0,0
K21,103.888601004847,1.30706551991007,6,0,3,1
K22,103.888377080325,1.30754713413511,8,1,3,1
K28,103.8870334048,1.3093829172243,11,0,2,1
K3T,103.88385694865,1.30758018661979,10,0,1,2
K52,103.884483332368,1.310554773887,10,0,2,0
K9,103.886254956959,1.31054839815929,12,0,2,1
MM5,103.888575003116,1.32979172825255,15,0,0,0
MP20,103.906184842052,1.30132685974996,7,0,0,0
MP6M,103.90828624159,1.30229827375577,12,0,1,0
MP6S,103.908338134882,1.30210300644767,13,0,1,0
MR3,103.85909249027,1.30769352581998,11,1,1,1
M28,103.885157492786,1.33112556640427,11,0,0,0
M29,103.882055378556,1.32739237548581,13,0,2,0
M34,103.885640417485,1.33250795730011,11,2,0,1
PDC4,103.738746077505,1.37788771524339,19,1,3,0
PDC5,103.743370206175,1.39157526930099,15,0,1,0
PDJ3,103.720415077008,1.33471539136349,18,1,1,0
PDJ7,103.697910064481,1.34896159064025,15,2,1,0
PDL1,103.912950509223,1.3941460662993,8,1,3,1
PDP4,103.771371239613,1.38376752314872,10,0,3,1
PDP5,103.766168977944,1.38543861286011,16,0,2,1
PDQ5,103.810982424243,1.29267932976936,19,2,1,0
PDR2,103.964550154426,1.36692597781725,19,3,1,0
PDR6,103.941739436251,1.37791117161882,21,2,1,0
PDR7,103.936236121637,1.3797395060387,20,1,3,0
PDS1,103.901833858028,1.38546999828579,19,0,3,2
PDT8,103.934535525044,1.35544890149842,15,0,2,0
PDW5,103.794146102224,1.43076816852369,19,1,3,0
PDW7,103.7980605915,1.44546228493892,14,0,3,0
PDW8,103.795151447654,1.43813638207277,20,2,3,0
PD8W,103.791046306814,1.44311644003495,16,0,4,0
PLB1,103.958861284294,1.36908460372014,19,1,4,0
PL63,103.909579655618,1.40573987308182,11,1,2,0
PL64,103.910214174562,1.40529284169846,12,0,1,0
PL70,103.893283963437,1.40307809408051,4,0,0,0
PL71,103.91579187276,1.40401764393001,3,0,0,0
PL74,103.891602982593,1.40126026475489,0,0,0,0
PM1,103.956604424875,1.3742828524056,14,2,4,0
PRM1,103.957835189551,1.3696196338882,16,0,4,0
PR11,103.959390305297,1.37445761966103,20,0,3,0
PR5,103.955117050351,1.37050826419333,14,0,4,0
PR9,103.95845575439,1.37320530125912,19,0,5,0
P12,103.748194096365,1.32056739486121,15,1,1,0
Q14,103.802168030972,1.29763070087789,12,0,2,0
Q15,103.801754422444,1.2983325731435,16,1,3,0
Q2A,103.804386702034,1.29164762311741,19,1,0,0
Q30,103.808776570387,1.29583054566565,14,0,1,0
Q4,103.803908353803,1.28871370549231,16,0,0,0
Q41,103.809494582004,1.29410861041159,18,0,2,0
Q48,103.80351335771,1.29535822956684,19,0,0,0
Q49,103.802771970435,1.29529473427588,20,0,0,0
Q5A,103.803167832265,1.29114031720917,16,2,0,0
Q5S,103.802147298989,1.29077920283236,14,2,0,0
Q51,103.799062479034,1.29793262781623,13,0,3,0
Q52,103.798911988395,1.29678562006432,10,1,1,0
Q55,103.796426768629,1.2986891819389,16,0,1,1
Q57,103.798604554642,1.29985982258566,13,0,3,1
Q58,103.797655508412,1.30008915614158,14,1,3,1
Q59,103.797584691193,1.30093374125412,14,2,3,1
Q65A,103.801138323268,1.30708785505545,10,0,0,0
Q72,103.800897017013,1.3064930061098,8,2,1,0
Q92,103.808485022859,1.2947981950673,16,0,1,0
Q93,103.808063969552,1.29494013363994,16,0,1,0
Q95,103.801268179719,1.30671934714016,9,1,0,0
Q97,103.797385684371,1.29919960206086,14,1,2,1
Q98,103.797284906624,1.29733757261577,14,1,1,0
Q99,103.799094517959,1.30529551739977,9,0,1,1
SAM,103.811877450687,1.29256354900088,19,1,1,0
SB10,103.815392946051,1.45249598745469,19,0,4,0
SB11,103.816661948149,1.4517759781995,22,0,3,1
SB12,103.819062926083,1.45316506558856,22,1,4,1
SB13,103.816425489795,1.45435238171231,16,2,4,0
SB14,103.817432277359,1.45239731775752,21,1,4,1
SB35,103.831601774495,1.44571656944981,8,2,0,0
SB36,103.83398232748,1.44743431569956,6,0,0,0
SB38,103.832692732894,1.44464304690113,7,1,0,0
SB40,103.828707181082,1.4460724650419,10,0,0,0
SB7,103.814926482501,1.44661411303622,17,2,2,1
SB8,103.817149375889,1.44708096260147,23,0,3,1
SB9,103.815498234908,1.4476031432741,19,0,2,1
SD10,103.874078450465,1.31168226172938,13,0,0,1
SD6,103.878869626375,1.31832261625882,12,0,2,1
SD7,103.879333795033,1.3190321511608,16,0,2,1
SD8,103.876861658213,1.3190516894839,10,0,0,0
SE1R,103.869335505236,1.37140963661124,11,0,1,0
SE2,103.870532117496,1.37006691607123,11,0,1,0
SE3,103.870922332174,1.36924418189223,11,0,1,0
SE30,103.87445279978,1.36786212957891,15,2,1,0
SE4,103.872296110768,1.36873929404962,14,2,1,0
SE4K,103.870314145778,1.36782923418008,12,0,1,0
SE4S,103.873272860621,1.36700319276375,16,0,0,0
SE51,103.872389205842,1.35520986036434,14,2,1,0
SE52,103.871633411701,1.35688953183656,16,0,2,1
SE54,103.871172937875,1.35749911405004,14,0,2,1
SE6,103.871882592269,1.36584789681137,14,1,0,0
SE7,103.872056468889,1.36551021438752,15,2,0,0
SE9,103.874459863903,1.36841734207052,17,2,2,0
SH1,103.838176489771,1.35073612695774,12,0,0,1
SI14,103.954618346955,1.34527604319238,19,0,1,0
SI3,103.952025987864,1.34456535699919,16,0,3,0
SI5,103.953963988823,1.34574546165244,20,0,1,0
SK1,103.904161296437,1.38840608738708,20,0,2,2
SK1K,103.893332023606,1.38463154511692,20,1,1,4
SK52,103.889906512633,1.39232884206229,15,0,3,0
SK53,103.887374040903,1.39255847909319,18,2,2,0
SK54,103.908257421021,1.39199789352444,10,0,2,1
SK61,103.874857250454,1.38810499003411,13,0,2,1
SK76,103.900117887476,1.38529950451392,17,1,4,2
SK79,103.900033362374,1.38608138346055,21,0,3,2
SK8,103.902188148776,1.38983337360182,19,2,4,2
SK82,103.909398540826,1.3909459628458,11,0,1,2
SK84,103.910019232693,1.38987131393092,8,0,0,1
SK97,103.886241158495,1.39286043311406,14,0,1,0
SK98,103.880080200685,1.38959286528248,6,0,1,1
SK99,103.878525934434,1.39702391490017,5,0,1,2
SLS,103.842977007337,1.28167579933127,18,0,0,2
SL1,103.923632107098,1.31176309133616,16,0,0,0
SL2,103.923154183766,1.31153662886822,15,2,0,0
SM2,103.836340712064,1.35486279179044,13,2,0,0
SM5,103.838293856674,1.35876739534311,12,1,0,0
SM6,103.837923139231,1.36137996634288,14,2,0,0
SM7,103.839957650567,1.35896237680747,15,0,0,0
SM8,103.839033456895,1.35732752805403,14,1,0,0
SRS,103.830565348682,1.27553450520988,9,1,0,0
SR1,103.850845759339,1.30359099563372,13,0,0,2
SR2,103.851039984324,1.30316526637661,16,0,0,2
S100,103.881746949697,1.39686260951666,3,0,1,1
S101,103.879419666793,1.39697227996449,5,0,1,2
S103,103.895265742845,1.39629562406826,10,0,2,2
S104,103.893039536215,1.39017947270521,24,0,2,2
S105,103.894446031296,1.3896997611299,24,0,2,1
S106,103.890056421491,1.38138023241462,17,1,0,1
S107,103.889647323704,1.39922951826324,0,0,0,0
S108,103.896931503971,1.39809995003287,6,0,2,2
S109,103.879898734907,1.39157198683056,7,2,1,2
S39L,103.871751915095,1.37390744872993,15,1,1,0
S69A,103.876875874678,1.39206869804454,12,0,2,2
TBK,103.810047150713,1.2773607628817,11,0,1,0
TBM9,103.807191413199,1.27478411740776,12,0,1,0
TB27,103.811716591586,1.28192374153419,9,1,1,0
TB29,103.806984271551,1.27313561725331,10,0,1,1
TE21,103.831584387294,1.28299052847237,8,0,0,0
TE22,103.832582825776,1.28343065171822,8,0,0,0
TE23,103.833526015241,1.28425906003482,7,1,1,0
TE24,103.830109161508,1.28434502330698,9,0,1,1
TE26,103.830852155733,1.28528656839781,12,0,0,1
TE27,103.831550281879,1.28366589460653,9,0,0,0
TE28,103.832644854849,1.2826212098586,8,0,0,0
TE29,103.831312048004,1.28209274983331,7,0,0,0
TE30,103.830196524691,1.28288408519611,10,0,1,1
TE9,103.832972373004,1.28387680667098,8,0,0,0
TGM4,103.737251753041,1.3225222216469,11,0,0,0
THM,103.797894179223,1.29820312245213,16,2,2,1
TJ1K,103.721524351551,1.33421064783734,23,0,0,0
TJ18,103.722462206873,1.33184819450938,23,0,1,0
TJ40,103.72149803521,1.33039227933258,23,2,1,0
TM40,103.943386252912,1.33944272619115,4,0,0,0
TM41,103.941418482482,1.34753010186292,13,0,4,0
TM46,103.938443769608,1.3585465791926,12,2,1,0
TM47,103.940230011712,1.35678379595667,13,0,0,0
TPMQ,103.842853681281,1.3369784658429,15,1,1,1
TP1K,103.844989916999,1.33711062221084,17,0,1,1
TP32,103.847449726872,1.34108034789424,14,2,1,1
TP33,103.847082295847,1.34251741317896,16,0,2,1
TP39,103.854246074194,1.33291610075102,18,0,1,1
TP56,103.860439372341,1.33673348441186,10,1,2,0
TP57,103.86054496098,1.33493442924947,9,0,2,1
TP59,103.860702829454,1.33420478625039,10,0,2,1
TP61,103.848320671405,1.33296942756151,18,0,0,0
TP64,103.849613055487,1.34233855856516,16,0,3,1
TP65,103.851055379874,1.33565252312974,21,0,1,0
TP66,103.856387734252,1.33527703622672,18,0,1,1
TP8A,103.849414556482,1.33794965196423,22,1,2,1
TRM,103.883657821383,1.3003313037311,9,0,0,1
TWM4,103.753932250398,1.38288681512251,10,0,5,1
TW4,103.75309846721,1.38207251085638,12,0,5,1
TY1,103.77438705165,1.33903677957212,10,0,1,1
TY2,103.773653021053,1.33847628119036,9,0,1,0
TY3T,103.772391125221,1.34011605000476,13,1,1,1
TY4,103.771971186198,1.33846289010818,12,0,1,0
T33,103.95232364471,1.34751617417389,11,0,3,0
T38,103.94053617775,1.3503210301814,14,0,6,0
T39,103.940489781846,1.34568529353786,8,1,2,0
T40,103.942308054998,1.34025889071848,2,0,0,0
T47,103.936899493671,1.35487010000585,12,0,2,0
T47A,103.935060729384,1.35491514875181,18,0,2,0
T47T,103.940750224602,1.35452229151105,12,0,0,0
T54,103.943724218391,1.35360553657432,16,0,2,0
T56,103.93287637469,1.35008592149963,20,1,4,0
T58,103.93112476357,1.3553423222406,14,1,1,0
UA4,103.878923213918,1.33529208295604,6,1,1,1
UA6,103.879156376979,1.33422423692974,8,0,1,1
UBA4,103.896171945487,1.33577245554552,13,0,0,0
UBM2,103.87038903664,1.31310841999604,10,0,0,1
UCS,103.841855414093,1.28666135091677,13,0,0,2
U14,103.754934171417,1.34698966625228,24,1,3,0
U16,103.755063474791,1.35043563668596,19,0,3,0
U20,103.760494555166,1.3471319561138,12,0,0,0
U36,103.751885145817,1.3439131062188,14,1,2,0
U41A,103.74966938643,1.35012274417831,15,0,1,0
U49,103.750808487893,1.34532791313829,14,0,2,0
U53,103.746726774632,1.34360120532342,13,0,1,0
U54,103.755239526036,1.35073220310029,20,0,2,0
WCC,103.786613834999,1.4349017374169,15,2,2,1
W100,103.792240445282,1.42870445142089,15,1,4,0
W16,103.781879358875,1.44064244357724,14,0,1,0
W23T,103.780385644152,1.43131837741842,14,1,2,0
W25,103.776265095169,1.43065107304499,20,0,3,1
W29,103.774766565166,1.43009453325602,15,1,3,1
W41,103.793091115225,1.43995590959124,23,2,3,1
W47,103.799413044853,1.44935775659056,10,0,0,0
W519,103.792345356016,1.43457083734895,24,1,2,0
W521,103.793613401042,1.43393802511339,23,1,3,0
W523,103.793903624806,1.43292954810865,18,2,3,0
W525,103.792938081494,1.43258526890827,17,0,3,0
W546,103.793409116052,1.42974789432671,16,0,3,0
W55,103.794470601571,1.43980480186759,21,0,3,0
W574,103.798443591821,1.43058908570535,10,0,2,0
W60,103.793072290068,1.43510793014819,23,1,2,0
W61,103.783916362318,1.43320895799043,18,0,1,0
W62,103.784992922099,1.43287037385874,15,0,1,0
W63,103.786355744823,1.43284218353325,14,0,3,0
W65,103.795939541365,1.44113662218701,19,2,3,0
W66,103.797997593514,1.44108904412503,17,0,3,1
W691,103.806248252951,1.44063968191803,13,0,1,0
W783,103.804121132022,1.44781884183436,13,2,1,0
W785,103.80499561677,1.44706670015035,12,0,1,0
W83,103.797130811463,1.43609552999286,21,2,2,0
W84,103.7959544758,1.4347995940985,21,0,1,0
W96,103.797917666645,1.43889105052846,18,1,3,1
W97,103.799286580754,1.43948495259748,22,0,2,1
W98,103.803589891706,1.43962943822426,16,3,1,1
W99,103.805530270409,1.44076232029864,13,1,1,0
Y1,103.828035738585,1.43084454255839,15,1,2,0
Y14,103.835661224564,1.43267363960231,20,1,4,1
Y16A,103.839145117853,1.43375329994825,16,2,3,0
Y2,103.828058889625,1.43216655428421,13,0,1,0
Y21A,103.834620998969,1.4370634430292,14,1,2,0
Y22,103.83389994689,1.44167580424393,9,0,0,0
Y29,103.834535410866,1.41720322419111,16,2,4,1
Y30,103.835230949964,1.41645817345156,16,0,3,1
Y30M,103.83575142663,1.41655760235146,17,0,3,1
Y35,103.83847393613,1.41969445917178,18,2,3,0
Y37,103.837178253471,1.42211168892262,20,2,2,0
Y38,103.840111096943,1.42258962035271,17,1,1,0
Y4T,103.830209082074,1.43244723298035,17,1,3,0
Y45,103.843188226933,1.42718727471738,15,0,1,0
Y46,103.84576693495,1.4260388964358,15,2,2,0
Y47,103.845551341254,1.42910712911172,13,0,2,0
Y54M,103.837035355376,1.42731189350085,24,1,0,1
Y63M,103.845025697925,1.43164621281572,8,1,1,0
Y64M,103.845132530667,1.43248813244445,8,0,0,0
Y65M,103.842022571324,1.43266882113675,16,2,2,0
Y66M,103.842288258465,1.43376499764221,12,2,1,0
Y67,103.840895558723,1.43646279670293,12,0,3,0
Y69M,103.844086963272,1.41600936577009,5,0,0,0
Y70M,103.840369221524,1.41485544340323,9,0,2,0
Y71M,103.840908006648,1.4165797598364,8,0,4,0
Y72M,103.841231697065,1.41475789591627,7,0,2,0
Y73M,103.841562940801,1.41913520963916,13,0,4,0
Y74M,103.841690230404,1.41962773660971,14,0,4,0
Y75M,103.843083542045,1.42017640145601,9,1,2,0
