station_id,rainfall,timestamp (SGT),name,latitude,longitude
S77,0.0,2018-01-18 00:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 00:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 01:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 01:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 02:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 02:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 03:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 03:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 04:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 05:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 05:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 06:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 06:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 07:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 07:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 08:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 08:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 09:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 09:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 10:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 10:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 11:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 11:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 12:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 12:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 13:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 13:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 14:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 14:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 15:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 15:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 16:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 16:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 17:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 17:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 18:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 18:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 19:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 19:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 20:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 20:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 21:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 21:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 22:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 22:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 23:05:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-18 23:35:00,Queenstown ,1.2937,103.8125
S77,0.0,2018-01-19 00:05:00,Queenstown ,1.2937,103.8125
S109,0.0,2018-01-18 00:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 00:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 01:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 01:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 02:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 02:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 03:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 03:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 04:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 05:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 05:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 06:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 06:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 07:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 07:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 08:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 08:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 09:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 09:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 10:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 10:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 11:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 11:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 12:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 12:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 13:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 13:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 14:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 14:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 15:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 15:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 16:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 16:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 17:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 17:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 18:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 18:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 19:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 19:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 20:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 20:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 21:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 21:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 22:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 22:35:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 23:05:00,Ang Mo Kio ,1.3764,103.8492
S109,0.0,2018-01-18 23:35:00,Ang Mo Kio ,1.3764,103.8492
S117,0.0,2018-01-18 00:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 00:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 01:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 01:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 02:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 02:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 03:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 03:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 04:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 05:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 05:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 06:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 06:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 07:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 07:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 08:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 08:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 09:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 09:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 10:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 10:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 11:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 11:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 12:05:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 12:35:00,Jurong Island ,1.2542,103.6741
S117,0.0,2018-01-18 13:05:00,Jurong Island ,1.2542,103.6741
