station_id,rainfall,timestamp (SGT),name,longitude,latitude
S77,5.2,2017-12-31 00:05:00,Alexandra Road,103.8125,1.2937
S77,0.2,2017-12-31 00:35:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 01:05:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 01:35:00,Alexandra Road,103.8125,1.2937
S77,0.2,2017-12-31 02:05:00,Alexandra Road,103.8125,1.2937
S77,5.2,2017-12-31 02:35:00,Alexandra Road,103.8125,1.2937
S77,1.6,2017-12-31 03:05:00,Alexandra Road,103.8125,1.2937
S77,0.2,2017-12-31 03:35:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 04:05:00,Alexandra Road,103.8125,1.2937
S77,0.2,2017-12-31 04:35:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 05:05:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 05:35:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 06:05:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 06:35:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 07:05:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 07:35:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 08:05:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 08:35:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 09:05:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 09:35:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 10:05:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 10:35:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 11:05:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 11:35:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 12:05:00,Alexandra Road,103.8125,1.2937
S77,0.2,2017-12-31 12:35:00,Alexandra Road,103.8125,1.2937
S77,0.0,2017-12-31 13:05:00,Alexandra Road,103.8125,1.2937
